,id,label
38,0|0|tr|E8XFS1|E8XFS1_SALT4,0
39,0|0|tr|E8XKA6|E8XKA6_SALT4,0
40,0|0|tr|E8XIY3|E8XIY3_SALT4,0
41,0|0|tr|Q8XN57|Q8XN57_CLOPE,0
42,0|0|tr|Q8XJD1|Q8XJD1_CLOPE,0
43,0|0|tr|Q8XJS5|Q8XJS5_CLOPE,0
44,0|0|tr|Q8XPB2|Q8XPB2_CLOPE,0
45,0|0|tr|Q8XNA8|Q8XNA8_CLOPE,0
46,0|0|sp|Q8XJQ0|RNH2_CLOPE,0
47,0|0|tr|Q8XMN9|Q8XMN9_CLOPE,0
48,0|0|tr|B7UTI6|B7UTI6_ECO27,0
49,0|0|tr|B7UL64|B7UL64_ECO27,0
50,0|0|tr|A0A064C079|A0A064C079_STREE,0
51,0|0|tr|Q541T4|Q541T4_STREE,0
52,0|0|tr|F4VCZ6|F4VCZ6_ECOLX,0
53,0|0|tr|F4VGW0|F4VGW0_ECOLX,0
54,0|0|tr|F4VNB7|F4VNB7_ECOLX,0
55,0|0|tr|F4VKT8|F4VKT8_ECOLX,0
56,0|0|tr|F4VIF5|F4VIF5_ECOLX,0
57,0|0|tr|A0A0H2YRN1|A0A0H2YRN1_CLOP1,0
58,0|0|tr|A5I056|A5I056_CLOBH,0
59,0|0|tr|A5I2J7|A5I2J7_CLOBH,0
60,0|0|tr|A5I7W7|A5I7W7_CLOBH,0
61,0|0|tr|A5I516|A5I516_CLOBH,0
62,0|0|tr|A5HYZ1|A5HYZ1_CLOBH,0
63,0|0|tr|A5I7D9|A5I7D9_CLOBH,0
64,0|0|tr|A5HYT3|A5HYT3_CLOBH,0
65,0|0|tr|A5I5P2|A5I5P2_CLOBH,0
66,0|0|tr|A5I5N3|A5I5N3_CLOBH,0
67,0|0|sp|A5I174|SSPH2_CLOBH,0
68,0|0|tr|A5I0H1|A5I0H1_CLOBH,0
69,0|0|tr|A5I3V5|A5I3V5_CLOBH,0
70,0|0|tr|A0A0U0KRA0|A0A0U0KRA0_STREE,0
71,0|0|tr|A0A0U0LS20|A0A0U0LS20_STREE,0
72,0|0|tr|A0A0U0L1M6|A0A0U0L1M6_STREE,0
73,0|0|tr|A0A0B7L9D3|A0A0B7L9D3_STREE,0
74,0|0|tr|Q5NER7|Q5NER7_FRATT,0
75,0|0|tr|Q5NF62|Q5NF62_FRATT,0
76,0|0|tr|Q5NIM6|Q5NIM6_FRATT,0
77,0|0|tr|A0A0H3B3F6|A0A0H3B3F6_YERPY,0
78,0|0|tr|A0A0H3B2C4|A0A0H3B2C4_YERPY,0
79,0|0|tr|A0A0H3AZX2|A0A0H3AZX2_YERPY,0
80,0|0|sp|B1JGL3|NUOA_YERPY,0
81,0|0|tr|A0R0G2|A0R0G2_MYCS2,0
82,0|0|tr|A0QZK3|A0QZK3_MYCS2,0
83,0|0|tr|A0QYE6|A0QYE6_MYCS2,0
84,0|0|tr|A0QV97|A0QV97_MYCS2,0
85,0|0|tr|A0QRD6|A0QRD6_MYCS2,0
86,0|0|tr|A0R6B9|A0R6B9_MYCS2,0
87,0|0|tr|A0QVG2|A0QVG2_MYCS2,0
88,0|0|tr|A0QS88|A0QS88_MYCS2,0
89,0|0|tr|A0R6Y2|A0R6Y2_MYCS2,0
90,0|0|tr|A0R3J9|A0R3J9_MYCS2,0
91,0|0|tr|A0QU71|A0QU71_MYCS2,0
92,0|0|tr|A0QTL9|A0QTL9_MYCS2,0
93,0|0|tr|A0QTB0|A0QTB0_MYCS2,0
94,0|0|tr|A0R2M1|A0R2M1_MYCS2,0
95,0|0|tr|A0R6X1|A0R6X1_MYCS2,0
96,0|0|tr|A0R6C0|A0R6C0_MYCS2,0
97,0|0|tr|A0QXP9|A0QXP9_MYCS2,0
98,0|0|tr|A0QXF9|A0QXF9_MYCS2,0
99,0|0|tr|A0R3A0|A0R3A0_MYCS2,0
100,0|0|tr|A0QV58|A0QV58_MYCS2,0
101,0|0|tr|A0R359|A0R359_MYCS2,0
102,0|0|tr|A0QRJ3|A0QRJ3_MYCS2,0
103,0|0|tr|A0R077|A0R077_MYCS2,0
104,0|0|tr|A0QRA6|A0QRA6_MYCS2,0
105,0|0|tr|A0R2P3|A0R2P3_MYCS2,0
106,0|0|tr|A0A0H3N5I2|A0A0H3N5I2_PEPDC,0
107,0|0|tr|A0A0H3NBZ0|A0A0H3NBZ0_PEPDC,0
108,0|0|tr|A0A0H3N987|A0A0H3N987_PEPDC,0
109,0|0|tr|A0A0H3N7X5|A0A0H3N7X5_PEPDC,0
110,0|0|tr|A0A0H3N6G1|A0A0H3N6G1_PEPDC,0
111,0|0|tr|A0A0H3NFM8|A0A0H3NFM8_PEPDC,0
112,0|0|tr|A0A0H3NE97|A0A0H3NE97_PEPDC,0
113,0|0|tr|A0A0H3NDQ6|A0A0H3NDQ6_PEPDC,0
114,0|0|tr|A0A0H3NBD0|A0A0H3NBD0_PEPDC,0
115,0|0|tr|A0A0H3NC51|A0A0H3NC51_PEPDC,0
116,0|0|tr|A0A0H3N3V8|A0A0H3N3V8_PEPDC,0
117,0|0|tr|A0A0H3N538|A0A0H3N538_PEPDC,0
118,0|0|tr|A0A0H3NAR3|A0A0H3NAR3_PEPDC,0
119,0|0|tr|A0A0H3N0G6|A0A0H3N0G6_PEPDC,0
120,0|0|sp|A9IXC8|Y1882_BART1,0
121,0|0|tr|A9IWY1|A9IWY1_BART1,0
122,0|0|tr|A9IXQ2|A9IXQ2_BART1,0
123,0|0|tr|A9IU79|A9IU79_BART1,0
124,0|0|tr|A9IXU0|A9IXU0_BART1,0
125,0|0|tr|Q6NI71|Q6NI71_CORDI,0
126,0|0|tr|Q6NEU8|Q6NEU8_CORDI,0
127,0|0|tr|Q6NJM6|Q6NJM6_CORDI,0
128,0|0|tr|Q6NGS0|Q6NGS0_CORDI,0
129,0|0|tr|Q6NGS1|Q6NGS1_CORDI,0
130,0|0|tr|Q6NIB3|Q6NIB3_CORDI,0
131,0|0|tr|Q6NFM5|Q6NFM5_CORDI,0
132,0|0|tr|V7KM45|V7KM45_MYCPC,0
133,0|0|tr|V7KFY9|V7KFY9_MYCPC,0
134,0|0|tr|V7KLT3|V7KLT3_MYCPC,0
135,0|0|tr|V7KXQ9|V7KXQ9_MYCPC,0
136,0|0|tr|V7KU31|V7KU31_MYCPC,0
137,0|0|tr|V7KQE2|V7KQE2_MYCPC,0
138,0|0|tr|V7KR02|V7KR02_MYCPC,0
139,0|0|tr|V7KLM7|V7KLM7_MYCPC,0
140,0|0|tr|V7KGT9|V7KGT9_MYCPC,0
141,0|0|tr|V7KW58|V7KW58_MYCPC,0
142,0|0|tr|V7KSW7|V7KSW7_MYCPC,0
143,0|0|tr|V7KN07|V7KN07_MYCPC,0
144,0|0|tr|V7KFR8|V7KFR8_MYCPC,0
145,0|0|tr|Q63TY5|Q63TY5_BURPS,0
146,0|0|tr|Q63NZ2|Q63NZ2_BURPS,0
147,0|0|tr|Q63UY9|Q63UY9_BURPS,0
148,0|0|sp|Q63SX7|RRAAH_BURPS,0
149,0|0|tr|Q63KP4|Q63KP4_BURPS,0
150,0|0|tr|Q63NF3|Q63NF3_BURPS,0
151,0|0|tr|Q63M12|Q63M12_BURPS,0
152,0|0|tr|Q63JQ7|Q63JQ7_BURPS,0
153,0|0|tr|Q63VX3|Q63VX3_BURPS,0
154,0|0|tr|Q63KB1|Q63KB1_BURPS,0
155,0|0|tr|B1IHS5|B1IHS5_CLOBK,0
156,0|0|tr|B1IIA9|B1IIA9_CLOBK,0
157,0|0|tr|B1IGT4|B1IGT4_CLOBK,0
158,0|0|tr|Q8DQF0|Q8DQF0_STRR6,0
159,0|0|tr|Q8DRL0|Q8DRL0_STRR6,0
160,0|0|tr|B1LJZ7|B1LJZ7_ECOSM,0
161,0|0|tr|A0A083WJJ6|A0A083WJJ6_MYCBI,0
162,0|0|tr|A0A083WKY9|A0A083WKY9_MYCBI,0
163,0|0|tr|A0A083VU40|A0A083VU40_MYCBI,0
164,0|0|tr|A0A0C7DTV9|A0A0C7DTV9_MYCBI,0
165,0|0|tr|A0A0C7DRI9|A0A0C7DRI9_MYCBI,0
166,0|0|tr|A0A0C7DCH3|A0A0C7DCH3_MYCBI,0
167,0|0|tr|A0A0C7DQK5|A0A0C7DQK5_MYCBI,0
168,0|0|tr|A0A083VXL6|A0A083VXL6_MYCBI,0
169,0|0|tr|Q83XB5|Q83XB5_MYCBI,0
170,0|0|tr|A0A083W7B7|A0A083W7B7_MYCBI,0
171,0|0|tr|A0A0H3BYZ3|A0A0H3BYZ3_STRPZ,0
172,0|0|tr|A0A0H3BXQ2|A0A0H3BXQ2_STRPZ,0
173,0|0|tr|A0A0H3BYC9|A0A0H3BYC9_STRPZ,0
174,0|0|tr|Q9AQI9|Q9AQI9_STRAG,0
175,0|0|tr|Q8F5N2|Q8F5N2_LEPIN,0
176,0|0|tr|Q8F9Z7|Q8F9Z7_LEPIN,0
177,0|0|tr|Q8F9F7|Q8F9F7_LEPIN,0
178,0|0|tr|Q8F0Y6|Q8F0Y6_LEPIN,0
179,0|0|tr|Q8F0Q6|Q8F0Q6_LEPIN,0
180,0|0|tr|Q8EXE6|Q8EXE6_LEPIN,0
181,0|0|tr|Q8EXY7|Q8EXY7_LEPIN,0
182,0|0|tr|Q8F0U3|Q8F0U3_LEPIN,0
183,0|0|tr|Q8F8N1|Q8F8N1_LEPIN,0
184,0|0|tr|Q8F1S6|Q8F1S6_LEPIN,0
185,0|0|tr|Q8F228|Q8F228_LEPIN,0
186,0|0|tr|Q8EZ09|Q8EZ09_LEPIN,0
187,0|0|tr|Q8F2S7|Q8F2S7_LEPIN,0
188,0|0|tr|Q8EZ84|Q8EZ84_LEPIN,0
189,0|0|sp|Q8F201|Y2977_LEPIN,0
190,0|0|sp|Q8EYY4|LNT2_LEPIN,0
191,0|0|tr|Q8F122|Q8F122_LEPIN,0
192,0|0|tr|A0A0U1ESH4|A0A0U1ESH4_YERIN,0
193,0|0|tr|Q9I1S5|Q9I1S5_PSEAE,0
194,0|0|tr|Q9I1Q7|Q9I1Q7_PSEAE,0
195,0|0|tr|Q9I3R4|Q9I3R4_PSEAE,0
196,0|0|tr|Q9HTG3|Q9HTG3_PSEAE,0
197,0|0|tr|Q9I0Z2|Q9I0Z2_PSEAE,0
198,0|0|tr|Q9I1V7|Q9I1V7_PSEAE,0
199,0|0|sp|G3XD12|HCNC_PSEAE,0
200,0|0|tr|Q9HTJ7|Q9HTJ7_PSEAE,0
201,0|0|tr|Q9I227|Q9I227_PSEAE,0
202,0|0|tr|Q9HUD1|Q9HUD1_PSEAE,0
203,0|0|tr|Q9I237|Q9I237_PSEAE,0
204,0|0|sp|Q9I352|HEMTB_PSEAE,0
205,0|0|tr|Q9I6R2|Q9I6R2_PSEAE,0
206,0|0|tr|G3XCV6|G3XCV6_PSEAE,0
207,0|0|tr|Q9HZX5|Q9HZX5_PSEAE,0
208,0|0|tr|Q9HWL5|Q9HWL5_PSEAE,0
209,0|0|tr|Q9I2K0|Q9I2K0_PSEAE,0
210,0|0|tr|Q9I144|Q9I144_PSEAE,0
211,0|0|tr|Q9I167|Q9I167_PSEAE,0
212,0|0|tr|Q9HT44|Q9HT44_PSEAE,0
213,0|0|tr|A1JQY5|A1JQY5_YERE8,0
214,0|0|sp|A1JKE3|URED_YERE8,0
215,0|0|tr|A1JQZ7|A1JQZ7_YERE8,0
216,0|0|tr|Q9K2F0|Q9K2F0_CHLPN,0
217,0|0|tr|Q9K1X2|Q9K1X2_CHLPN,0
218,0|0|tr|Q9Z6S2|Q9Z6S2_CHLPN,0
219,0|0|sp|Q9Z6S3|TRMB_CHLPN,0
220,0|0|tr|Q9JS40|Q9JS40_CHLPN,0
221,0|0|tr|W8ZU36|W8ZU36_ECOLX,0
222,0|0|tr|B7MFE5|B7MFE5_ECO45,0
223,0|0|tr|B7MCP4|B7MCP4_ECO45,0
224,0|0|tr|T6GJW4|T6GJW4_ECOLX,0
225,0|0|tr|C8TV32|C8TV32_ECO26,0
226,0|0|tr|Q2L1X4|Q2L1X4_BORA1,0
227,0|0|tr|Q2KZK0|Q2KZK0_BORA1,0
228,0|0|tr|Q2L1S1|Q2L1S1_BORA1,0
229,0|0|tr|Q2KXN5|Q2KXN5_BORA1,0
230,0|0|tr|Q2KXK0|Q2KXK0_BORA1,0
231,0|0|tr|Q2KYG8|Q2KYG8_BORA1,0
232,0|0|tr|Q2KU01|Q2KU01_BORA1,0
233,0|0|tr|Q2L0X6|Q2L0X6_BORA1,0
234,0|0|tr|Q9KU13|Q9KU13_VIBCH,0
235,0|0|tr|Q9KVV0|Q9KVV0_VIBCH,0
236,0|0|tr|Q9KSV9|Q9KSV9_VIBCH,0
237,0|0|tr|Q9KV00|Q9KV00_VIBCH,0
238,0|0|tr|Q9KPT0|Q9KPT0_VIBCH,0
239,0|0|tr|A0A0E1R8Q6|A0A0E1R8Q6_LISMN,0
240,0|0|tr|A0A0E1R594|A0A0E1R594_LISMN,0
241,0|0|tr|A0A0E1R4K7|A0A0E1R4K7_LISMN,0
242,0|0|tr|A0A0E1R3B4|A0A0E1R3B4_LISMN,0
243,0|0|tr|A0A0H2YDA5|A0A0H2YDA5_YERPN,0
244,0|0|tr|A0A0H2YGR5|A0A0H2YGR5_YERPN,0
245,0|0|tr|Q7D7I8|Q7D7I8_MYCTO,0
246,0|0|sp|P9WQG6|Y802_MYCTO,0
247,0|0|sp|P9WFM2|Y1101_MYCTO,0
248,0|0|tr|U9YTD2|U9YTD2_ECOLX,0
249,0|0|tr|E2X3U8|E2X3U8_SHIDY,0
250,0|0|tr|Q0P9I9|Q0P9I9_CAMJE,0
251,0|0|sp|Q9PNJ9|LNT_CAMJE,0
252,0|0|tr|Q0P7U4|Q0P7U4_CAMJE,0
253,0|0|tr|A0A0W3CR45|A0A0W3CR45_ESCFE,0
254,0|0|tr|A0A0E1URA7|A0A0E1URA7_BURPE,0
255,0|0|tr|A0A0E1UBL5|A0A0E1UBL5_BURPE,0
256,0|0|tr|A0A0E1UAE1|A0A0E1UAE1_BURPE,0
257,0|0|tr|A0A0E1UNJ6|A0A0E1UNJ6_BURPE,0
258,0|0|tr|A0A0E1UHM2|A0A0E1UHM2_BURPE,0
259,0|0|tr|A0A0E1UF13|A0A0E1UF13_BURPE,0
260,0|0|tr|A0A0E1UDX3|A0A0E1UDX3_BURPE,0
261,0|0|tr|A0A0E1U9W5|A0A0E1U9W5_BURPE,0
262,0|0|tr|A0A0E1UFI4|A0A0E1UFI4_BURPE,0
263,0|0|tr|A0A0E1UPK8|A0A0E1UPK8_BURPE,0
264,0|0|tr|A0A0E1ULR9|A0A0E1ULR9_BURPE,0
265,0|0|tr|C4KS46|C4KS46_BURPE,0
266,0|0|tr|C4I492|C4I492_BURPE,0
267,0|0|tr|C4I7W9|C4I7W9_BURPE,0
268,0|0|tr|C4KS48|C4KS48_BURPE,0
269,0|0|tr|C4I2B5|C4I2B5_BURPE,0
270,0|0|tr|C4KVI4|C4KVI4_BURPE,0
271,0|0|tr|B1BWZ0|B1BWZ0_CLOPF,0
272,0|0|tr|B1BPS6|B1BPS6_CLOPF,0
273,0|0|tr|A0A125W3M4|A0A125W3M4_ENTFL,0
274,0|0|tr|A0A125W496|A0A125W496_ENTFL,0
275,0|0|tr|A0A125W1Z3|A0A125W1Z3_ENTFL,0
276,0|0|tr|A0A125W485|A0A125W485_ENTFL,0
277,0|0|tr|A0A125W4Y8|A0A125W4Y8_ENTFL,0
278,0|0|tr|A0A125W3Q7|A0A125W3Q7_ENTFL,0
279,0|0|tr|A0A125W5D6|A0A125W5D6_ENTFL,0
280,0|0|tr|A0A125W948|A0A125W948_ENTFL,0
281,0|0|tr|A0A125W3M6|A0A125W3M6_ENTFL,0
282,0|0|tr|A0A125W6U5|A0A125W6U5_ENTFL,0
283,0|0|tr|A0A125W4M8|A0A125W4M8_ENTFL,0
284,0|0|tr|A0A125W542|A0A125W542_ENTFL,0
285,0|0|tr|A0A125W1N0|A0A125W1N0_ENTFL,0
286,0|0|tr|A0A125W1W3|A0A125W1W3_ENTFL,0
287,0|0|tr|A0A125WAW1|A0A125WAW1_ENTFL,0
288,0|0|tr|A0A034T357|A0A034T357_9ENTR,0
289,0|0|tr|A0A034SX10|A0A034SX10_9ENTR,0
290,0|0|tr|A0A034T3F1|A0A034T3F1_9ENTR,0
291,0|0|tr|A0A034T6R7|A0A034T6R7_9ENTR,0
292,0|0|tr|Q839Q1|Q839Q1_ENTFA,0
293,0|0|tr|Q82YR2|Q82YR2_ENTFA,0
294,0|0|tr|A0A0H2WU51|A0A0H2WU51_SALPA,0
295,0|0|tr|A7H2N7|A7H2N7_CAMJD,0
296,0|0|tr|A7H2B5|A7H2B5_CAMJD,0
297,0|0|tr|A0A0H5KLJ7|A0A0H5KLJ7_BURPE,0
298,0|0|tr|Q2YIX7|Q2YIX7_BRUA2,0
299,0|0|tr|H4JNV4|H4JNV4_ECOLX,0
300,0|0|tr|C0GBH8|C0GBH8_9RHIZ,0
301,0|0|tr|C0G8M1|C0G8M1_9RHIZ,0
302,0|0|tr|C0G780|C0G780_9RHIZ,0
303,0|0|tr|C0GAZ8|C0GAZ8_9RHIZ,0
304,0|0|tr|C0G7B9|C0G7B9_9RHIZ,0
305,0|0|tr|C0G5S4|C0G5S4_9RHIZ,0
306,0|0|tr|C0G5E2|C0G5E2_9RHIZ,0
307,0|0|tr|B7NH60|B7NH60_ECOLU,0
308,0|0|tr|A0A0H2WK05|A0A0H2WK05_BURMA,0
309,0|0|tr|A0A0H2WFA3|A0A0H2WFA3_BURMA,0
310,0|0|tr|A0A0H2ZWZ7|A0A0H2ZWZ7_MYCA1,0
311,0|0|tr|A0A0H2ZQS1|A0A0H2ZQS1_MYCA1,0
312,0|0|tr|A0A0H2ZRR8|A0A0H2ZRR8_MYCA1,0
313,0|0|tr|Q742T9|Q742T9_MYCPA,0
314,0|0|tr|A0A0M2Y6Y5|A0A0M2Y6Y5_BRUML,0
315,0|0|tr|A0A0H3PA96|A0A0H3PA96_CAMJJ,0
316,0|0|tr|A0A0H3PDN2|A0A0H3PDN2_CAMJJ,0
317,0|0|tr|A3NNR4|A3NNR4_BURP6,0
318,0|0|tr|A3NG79|A3NG79_BURP6,0
319,0|0|tr|A3NBM1|A3NBM1_BURP6,0
320,0|0|tr|A0A0C9N4S2|A0A0C9N4S2_LEGPN,0
321,0|0|tr|A0A0C9P2G6|A0A0C9P2G6_LEGPN,0
322,0|0|tr|Q9RDZ1|Q9RDZ1_LEGPN,0
323,0|0|tr|A0A0C9N4V7|A0A0C9N4V7_LEGPN,0
324,0|0|tr|A0A0C9PGH7|A0A0C9PGH7_LEGPN,0
325,0|0|tr|A0A0C9N7M5|A0A0C9N7M5_LEGPN,0
326,0|0|tr|B3H1T4|B3H1T4_ACTP7,0
327,0|0|tr|B3GY42|B3GY42_ACTP7,0
328,0|0|tr|B3GXU7|B3GXU7_ACTP7,0
329,0|0|tr|B3H012|B3H012_ACTP7,0
330,0|0|tr|D3EHA0|D3EHA0_GEOS4,0
331,0|0|tr|D3EKN9|D3EKN9_GEOS4,0
332,0|0|tr|D3EL09|D3EL09_GEOS4,0
333,0|0|tr|D3EJ82|D3EJ82_GEOS4,0
334,0|0|tr|D3EIM3|D3EIM3_GEOS4,0
335,0|0|tr|D3EHW7|D3EHW7_GEOS4,0
336,0|0|tr|D3E854|D3E854_GEOS4,0
337,0|0|tr|D3EBU8|D3EBU8_GEOS4,0
338,0|0|tr|D3ELM5|D3ELM5_GEOS4,0
339,0|0|tr|D3EFH5|D3EFH5_GEOS4,0
340,0|0|tr|D3EA70|D3EA70_GEOS4,0
341,0|0|tr|D3EKU7|D3EKU7_GEOS4,0
342,0|0|tr|D3E5G7|D3E5G7_GEOS4,0
343,0|0|tr|D3EJH7|D3EJH7_GEOS4,0
344,0|0|tr|D3EDS2|D3EDS2_GEOS4,0
345,0|0|tr|D3EIP1|D3EIP1_GEOS4,0
346,0|0|tr|D3E691|D3E691_GEOS4,0
347,0|0|tr|D3EJA3|D3EJA3_GEOS4,0
348,0|0|tr|D3E8Y2|D3E8Y2_GEOS4,0
349,0|0|tr|D3EKT2|D3EKT2_GEOS4,0
350,0|0|tr|D3EC64|D3EC64_GEOS4,0
351,0|0|tr|D3E8V0|D3E8V0_GEOS4,0
352,0|0|tr|D3EKQ3|D3EKQ3_GEOS4,0
353,0|0|tr|D3E8K7|D3E8K7_GEOS4,0
354,0|0|tr|D3E5B1|D3E5B1_GEOS4,0
355,0|0|tr|D3E6Y8|D3E6Y8_GEOS4,0
356,0|0|tr|D3E659|D3E659_GEOS4,0
357,0|0|tr|S4JKM5|S4JKM5_SALEN,0
358,0|0|tr|S4J2E7|S4J2E7_SALEN,0
359,0|0|tr|A0A0E0UZ55|A0A0E0UZ55_LISMM,0
360,0|0|tr|A0A0H2UZ88|A0A0H2UZ88_SHIFL,0
361,0|0|tr|A0A0H4K725|A0A0H4K725_VIBCL,0
362,0|0|tr|A0A0H4K7B0|A0A0H4K7B0_VIBCL,0
363,0|0|tr|J1IXQ2|J1IXQ2_9RHIZ,0
364,0|0|tr|Q5WTA5|Q5WTA5_LEGPL,0
365,0|0|tr|A0A0H2ZF41|A0A0H2ZF41_PSEAB,0
366,0|0|tr|A0A0H2ZH41|A0A0H2ZH41_PSEAB,0
367,0|0|tr|A0A0H2Z8A2|A0A0H2Z8A2_PSEAB,0
368,0|0|tr|A0A0H2ZBY8|A0A0H2ZBY8_PSEAB,0
369,0|0|tr|A0A0H2ZBZ9|A0A0H2ZBZ9_PSEAB,0
370,0|0|tr|D8A0P5|D8A0P5_ECOMS,0
371,0|0|tr|D8A8D3|D8A8D3_ECOMS,0
372,0|0|tr|A0A0T9W3D5|A0A0T9W3D5_SALTM,0
373,0|0|tr|A0A0T9WBT6|A0A0T9WBT6_SALTM,0
374,0|0|tr|A0A0H3LVF5|A0A0H3LVF5_BARQU,0
375,0|0|tr|A0KHM5|A0KHM5_AERHH,0
376,0|0|tr|A0KGU9|A0KGU9_AERHH,0
377,0|0|tr|A0KGI1|A0KGI1_AERHH,0
378,0|0|sp|A0KQR3|TRMA_AERHH,0
379,0|0|tr|A0KHP2|A0KHP2_AERHH,0
380,0|0|tr|A0KF52|A0KF52_AERHH,0
381,0|0|tr|A0KQT0|A0KQT0_AERHH,0
382,0|0|tr|A0KN52|A0KN52_AERHH,0
383,0|0|tr|A0KJL9|A0KJL9_AERHH,0
384,0|0|tr|A0KQT7|A0KQT7_AERHH,0
385,0|0|sp|A0KNE2|RBFA_AERHH,0
386,0|0|tr|A0KNM8|A0KNM8_AERHH,0
387,0|0|tr|A0KR25|A0KR25_AERHH,0
388,0|0|tr|A0A0E1XLM8|A0A0E1XLM8_STAAU,0
389,0|0|tr|A0A0E1XLS8|A0A0E1XLS8_STAAU,0
390,0|0|tr|A0A0E1X855|A0A0E1X855_STAAU,0
391,0|0|tr|A0A0E1X997|A0A0E1X997_STAAU,0
392,0|0|tr|D0B776|D0B776_BRUME,0
393,0|0|tr|A0A0H3KDT7|A0A0H3KDT7_STAAE,0
394,0|0|tr|I6EEF5|I6EEF5_SHIBO,0
395,0|0|tr|I6DWS7|I6DWS7_SHIBO,0
396,0|0|tr|A0A0E0SXU6|A0A0E0SXU6_ECOLX,0
397,0|0|tr|A0A0E0U898|A0A0E0U898_ECOLX,0
398,0|0|tr|A0A0E2ZIN1|A0A0E2ZIN1_FRATU,0
399,0|0|tr|A0A0H3NQ00|A0A0H3NQ00_YERE1,0
400,0|0|tr|A0A0H3NPQ3|A0A0H3NPQ3_YERE1,0
401,0|0|tr|A0A0H3NMA1|A0A0H3NMA1_YERE1,0
402,0|0|tr|A0A0H3NKE8|A0A0H3NKE8_YERE1,0
403,0|0|tr|A0A0H3NWD5|A0A0H3NWD5_YERE1,0
404,0|0|tr|A0A0M2AQR7|A0A0M2AQR7_ENTFL,0
405,0|0|tr|A0A0M2ATN7|A0A0M2ATN7_ENTFL,0
406,0|0|tr|C0PYK2|C0PYK2_SALPC,0
407,0|0|tr|C0Q5U8|C0Q5U8_SALPC,0
408,0|0|tr|B1KTR4|B1KTR4_CLOBM,0
409,0|0|tr|B1KS34|B1KS34_CLOBM,0
410,0|0|tr|B1L0P3|B1L0P3_CLOBM,0
411,0|0|tr|B1KYN5|B1KYN5_CLOBM,0
412,0|0|tr|B1KZ23|B1KZ23_CLOBM,0
413,0|0|tr|B4U314|B4U314_STREM,0
414,0|0|tr|B4U461|B4U461_STREM,0
415,0|0|tr|B4U0U2|B4U0U2_STREM,0
416,0|0|tr|B4U577|B4U577_STREM,0
417,0|0|tr|B4U3N0|B4U3N0_STREM,0
418,0|0|tr|B4U369|B4U369_STREM,0
419,0|0|tr|A0A0B6D2K6|A0A0B6D2K6_FRATU,0
420,0|0|tr|A0A0B6CST8|A0A0B6CST8_FRATU,0
421,0|0|tr|A0A0B6E6D9|A0A0B6E6D9_FRATU,0
422,0|0|tr|A0A0B3VPT2|A0A0B3VPT2_FRATU,0
423,0|0|tr|A0A0F6C9Y0|A0A0F6C9Y0_ECOLX,0
